// 2012 HSK/Level 1
爱	ai4
过马路要小心。	guo4 ma3lu4 yao4 xiao3xin1。	Use caution in crossing the street. 
我比他年长一些。	wo3 bi3 ta1 nian2zhang3 yi4xie1。	I am a bit older than he is. 
我有些担心。	wo3 you3xie1 dan1xin1。	I'm rather concerned. 
这些是我的。	zhe4xie1 shi4 wo3 de5。	These are mine. 
这些次要问题可以先放一放。	zhe4xie1 ci4yao4 wen4ti2 ke3yi3 xian1 fang4 yi1 fang4。	These secondary problems can be put on the back burner for now. 
谢谢你帮助我。	xie4xie5 ni3 bang1zhu4 wo3。	Thank you for your help. 
谢谢你的生日礼物。	xie4xie5 ni3 de5 sheng1ri4 li3wu4。	Thanks for your birthday gift. 
谢谢你帮忙。	xie4xie5 ni3 bang1mang2。	Thank you for your help. 
他走了一个星期了。	ta1 zou3 le5 yi1 ge4 xing1qi1 le5。	He's been gone for one week. 
他被认为是最聪明的学生。	ta1 bei4 ren4wei2 shi4 zui4 cong1ming5 de5 xue2sheng5。	He is regarded as the brightest student. 
只有好好学习才能得好分。	zhi3you3 hao3hao1 xue2xi2 cai2neng2 de5 hao3 fen1。	The only way to get good grades is to study hard. 
你得认真学习了。	ni3 de5 ren4zhen1 xue2xi2 le5。	You must buckle down to your studies. 
他被学校开除了。	ta1 bei4 xue2xiao4 kai1chu2 le5。	He was expelled by the school. 
一点儿不错	yi4dian3r5 bu2cuo4	perfectly correct 
慢一点儿告诉她。	man4 yi4dian3r5 gao4su5 ta1。	Don't let her know yet. 
快把衣服穿上。	kuai4 ba3 yi1fu5 chuan1shang5。	Put on your clothes now. 
这件衣服难看, 那件衣服好看。	zhe4 jian4 yi1fu5 nan2kan4, na4 jian4 yi1fu5 hao3kan4。	This clothing is ugly; that clothing is good-looking. 
我每个月都能有两千多外快。	wo3 mei3 ge4 yue4 dou1 neng2 you3 liang3qian1 duo1 wai4kuai4。	I earn an extra income of over 2,000 RMB every month. 
来年再见。	lai2nian2 zai4jian4。	See you next year. 
后来怎么样?	hou4lai2 zen3me5yang4	What happened afterward? 
他怎么说?	ta1 zen3me5 shuo1	What did he say? 
你要怎么就怎么。	ni3 yao4 zen3me5 jiu4 zen3me5。	Do whatever you like. 
你说怎么样?	ni3 shuo1 zen3me5yang4	What do you think? 
怎么着都可以。	zen3me5zhe5 dou1 ke3yi3。	Anything will be OK. 
他怎么了?	ta1 zen3me5le5	What's the matter with him? 
怎么了?	zen3me5le5	What's the trouble? 
去年他去了中国。	qu4nian2 ta1 qu4le5 Zhong1guo2。	He left for China last year. 
他说个不住。	ta1 shuo1 ge4 bu4zhu4。	He talks on and on. 
给我住嘴!	gei3 wo3 zhu4zui3	Shut up! 
他住在这里好久了。	ta1 zhu4 zai4 zhe4li5 hao3jiu3 le5。	He has been living here for a long time. 
我们两家住得很近。	wo3men5 liang3 jia1 zhu4 de5hen3 jin4。	Our two families live near each other. 
他的字真难看。	ta1 de5 zi4 zhen1 nan2kan4。	His character is ugly. 
他是昨天来的。	ta1 shi4 zuo2tian1 lai2 de5。	He came yesterday. 
你难得来, 多坐一会儿吧。	ni3 nan2de2 lai2, duo1 zuo4 yi2hui4r5 ba5。	You rarely come, so please sit a while longer. 
来, 坐我旁边。	lai2, zuo4 wo3 pang2bian1。	Come and sit next to me. 
做人很难。	zuo4ren2 hen3 nan2。	It's hard to act as a human being should. 
我做好了。	wo3 zuo4hao3 le5。	I'm done; I've finished (it). 
以前她给人家做小。	yi3qian2 ta1 gei3 ren2jia5 zuo4xiao3。	She was formerly a concubine. 
说起来容易做起来难。	shuo1 qi3lai5 rong2yi4 zuo4 qi3lai5 nan2。	It's easy to say but hard to do. 
你自己做。	ni3 zi4ji3 zuo4。	Do it yourself. 
我已经做了。	wo3 yi3jing1 zuo4 le5。	I've done it already. 
我自己做面包。	wo3 zi4ji3 zuo4 mian4bao1。	I make my own bread. 
这些小动物真可爱!	zhe4 xie1xiao3 dong4wu4 zhen1 ke3ai4	These little animals are really adorable! 
我爱爸爸妈妈, 爸爸妈妈也爱我。	wo3 ai4 ba4ba5 ma1ma5, ba4ba5 ma1ma5 ye3 ai4 wo3。	I love my mom and dad, and they love me too. 
“我们明天什么时候出发?”“早上八点。”	“ wo3men5 ming2tian1 shen2me5 shi2hou5 chu1fa1”“ zao3shang5 ba1 dian3。”	“When do we set off tomorrow?” “Eight o'clock in the morning.” 
你可以打电话九一八三一八七, 到我办公室找我。	ni3 ke3yi3 da3 dian4hua4 Jiu3-Yi1ba1 san1 yi1 ba1 qi1, dao4 wo3 ban4gong1shi4 zhao3 wo3。	You can reach me at my office on 918-3187. 
这孩子喜欢读书, 他爸爸妈妈看了真高兴。	zhe4 hai2zi5 xi3huan5 du2shu1, ta1 ba4ba5 ma1ma5 kan4 le5 zhen1 gao1xing4。	The child likes reading, much to the delight of his parents. 
我们不等爸爸了, 吃起来吧。	wo3men5 bu4deng3 ba4ba5 le5, chi1 qi3lai5 ba5。	We're not going to wait for daddy any longer. Let's start eating. 
“你爸爸在家吗?” “他不在家。”	“ ni3 ba4ba5 zai4jia1 ma5”“ ta1 bu4 zai4jia1。”	“Is your father home?” “No, he isn't.” 
北京来的飞机什么时候到?	Bei3jing1 lai2 de5 fei1ji1 shen2me5 shi2hou5 dao4	When will the flight from Beijing arrive? 
从北京来的飞机什么时候到?	cong2 Bei3jing1 lai2 de5 fei1ji1 shen2me5 shi2hou5 dao4	When does the plane from Beijing arrive? 
你想去北京学习, 我也想去北京学习。	ni3 xiang3 qu4 Bei3jing1 xue2xi2, wo3 ye3 xiang3 qu4 Bei3jing1 xue2xi2。	You want to study in Beijing, so do I. 
这本书才十块钱, 太便宜了。	zhe4 ben3 shu1 cai2 shi2 kuai4 qian2, tai4 bian4yi2 le5。	This book is only ten dollars. It's really cheap. 
这本书多少钱?	zhe4 ben3 shu1 duo1shao5 qian2	How much is this book? 
你上星期买了几本书?	ni3 shang4 xing1qi1 mai3 le5 ji3 ben3 shu1	How many books did you buy last week? 
你这本书在哪儿买的?	ni3 zhe4 ben3 shu1 zai4 na3r5 mai3 de5	Where did you buy this book? 
“这本书是你的吗?”“不是, 不是我的。”	“ zhe4 ben3 shu1 shi4 ni3 de5 ma5”“ bu2shi5, bu2shi5 wo3 de5。”	“Is this book yours?” “No.” 
这本书很有意思, 你看过没有?	zhe4 ben3 shu1 hen3 you3 yi4si5, ni3 kan4 guo4 mei2you3	This book is very interesting. Have you read it? 
这本书很有意思, 每个人都应该看。	zhe4 ben3 shu1 hen3 you3 yi4si5, mei3 ge4ren2 dou1 ying1gai1 kan4。	This book is very meaningful. Everybody should read it. 
这本书太旧了, 没有什么用了。	zhe4 ben3 shu1 tai4 jiu4 le5, mei2you3 shen2me5 yong4 le5。	This book is too outdated, and is not of much use. 
你去过日本吗?	ni3 qu4 guo4 Ri4ben3 ma5	Have you ever been to Japan? 
这本小说好看不好看?	zhe4 ben3 xiao3shuo1 hao3kan4 bu4 hao3kan4	Is this novel interesting? 
你看, 我买了一本新词典。	ni3 kan4, wo3 mai3 le5 yi1 ben3 xin1 ci2dian3。	Look, I've bought a new dictionary. 
我本来不想去看电影, 他一定要我去, 我就去了。	wo3 ben3lai2 bu4xiang3 qu4 kan4 dian4ying3, ta1 yi2ding4 yao4 wo3 qu4, wo3 jiu4 qu4le5。	At first I did not want to go to the movie, but he insisted I should go, so I went with him. 
不, 我不要这个, 我要那个。	bu4, wo3 bu2yao4 zhe4ge5, wo3 yao4 na4ge5。	No, I don't want this one; I want that one. 
对不起, 这不是您的, 是我的。	dui4bu5qi3, zhe4 bu2shi5 nin2 de5, shi4 wo3 de5。	Sorry, that's not yours, that's mine. 
对不起, 我一会儿就回来。	dui4bu5qi3, wo3 yi1hui4r5 jiu4 hui2lai5。	Excuse me, I'll be back in a little while. 
对不起, 我在地图上找不到这个国家。	dui4bu5qi3, wo3 zai4 di4tu2 shang4 zhao3bu5dao4 zhe4ge5 guo2jia1。	Sorry, I can't locate this country on the map. 
对不起, 我迟到了。	dui4bu5qi3, wo3 chi2dao4 le5。	I'm sorry I'm late. 
对不起, 那是我的过错。	dui4bu5qi3, na4shi5 wo3 de5 guo4cuo4。	I'm sorry, that was my fault. 
对不起, 我不是这个意思。	dui4bu5qi3, wo3 bu2shi5 zhe4ge5 yi4si5。	Excuse me, I didn't mean it. 
对不起, 能告诉我现在几点吗？	dui4bu5qi3, neng2 gao4su5 wo3 xian4zai4 ji3 dian3 ma5	Excuse me, could you tell the time? 
我太忙了, 不能跟你去看电影。	wo3 tai4 mang2 le5, bu4neng2 gen1 ni3 qu4 kan4 dian4ying3。	I can't go to the movies with you tonight, as I'm too busy. 
我不知道这个在中文里怎么说？	wo3 bu4zhi1dao4 zhe4ge5 zai4 Zhong1wen2 li3 zen3me5 shuo1	I don't know how to say it in Chinese. 
你不知道, 我也不知道。	ni3 bu4zhi1dao4, wo3 ye3 bu4zhi1dao4。	Your guess is as good as mine. 
要是不很远, 我们可以走去。	yao4shi4 bu4 hen3 yuan3, wo3men5 ke3yi3 zou3qu4。	We can walk if it's not too far. 
她最近头发白了不少。	ta1 zui4jin4 tou2 fa1bai2 le5 bu4shao3。	She has turned quite gray recently. 
我今天不大舒服, 我们明天出去吧。	wo3 jin1tian1 bu2da4 shu1fu5, wo3men5 ming2tian1 chu1qu5 ba5。	I'm not too well today, let's go out tomorrow instead. 
我打电话的时候, 她不在。	wo3 da3 dian4hua4 de5 shi2hou5, ta1 bu4zai4。	She was not in when I called. 
等等, 我看看他在不在。	deng3deng5, wo3 kan4kan5 ta1 zai4 bu4zai4。	Hold on, I'll see if he's in. 
我下星期不在。（→我下星期要外出。）	wo3 xia4 xing1qi1 bu4zai4。 wo3 xia4 xing1qi1 yao4 wai4chu1。	I'll be away next week. 
你不可能是认真的！（→ 别开玩笑！）	ni3 bu4 ke3neng2 shi4 ren4zhen1 de5 bie2 kai1 wan2xiao4	You can't be serious! 
对不起, 先生, 您的票呢?	dui4bu5qi3, xian1sheng5, nin2 de5 piao4 ne5	Excuse me, sir, where's your ticket? 
对不起, 我没有说明白。	dui4bu5qi3, wo3 mei2you3 shuo1 ming2bai5。	Sorry, I didn't make it very clear. 
他是在开玩笑, 你不要太认真。	ta1 shi4 zai4 kai1 wan2xiao4, ni3 bu2yao4 tai4 ren4zhen1。	He's joking. Don't take it too seriously. 
这个机会很难得, 不要错过。	zhe4ge5 ji1hui4 hen3 nan2de2, bu2yao4 cuo4guo4。	This is a rare opportunity. Don't miss it. 
我今天不舒服, 不能去上班。	wo3 jin1tian1 bu4 shu1fu5, bu4neng2 qu4 shang4ban1。	I'm unwell today and won't be able to go to work. 
医生: 你什么地方不舒服?	yi1sheng1 ni3 shen2me5 di4fang5 bu4 shu1fu5	Doctor: What spot ails you? (→What's wrong with you?)  
如果你明天不舒服, 就不用来了。	ru2guo3 ni3 ming2tian1 bu4 shu1fu5, jiu4 bu4 yong4lai2 le5。	If you're not well tomorrow, you don't have to come. 
你不能只想到自己。	ni3 bu4neng2 zhi3 xiang3dao4 zi4ji3。	You mustn't think of yourself only. 
今天下午上体育课, 我不能穿皮鞋。	jin1tian1 xia4wu3 shang4 ti3yu4 ke4, wo3 bu4neng2 chuan1 pi2xie2。	I'm having a PE class this afternoon, so I can't wear leather shoes today. 
我能不能请教您一个问题?	wo3 neng2 bu4neng2 qing3jiao4 nin2 yi1 ge4 wen4ti2	Could I ask you a question, please? 
我会游泳, 但是今天不能去游泳, 因为我感冒了。	wo3 hui4 you2yong3, dan4shi4 jin1tian1 bu4neng2 qu4 you2yong3, yin1wei4 wo3 gan3mao4 le5。	I can swim, but I'm not able to today because I've got a cold. 
图书馆里不能吃东西。	tu2shu1guan3 li3 bu4neng2 chi1 dong1xi5。	No food in the library.  
这个问题不简单, 要好好想一想。	zhe4ge5 wen4ti2 bu4jian3dan1, yao4 hao3hao1 xiang3yi1xiang3。	This question is not a simple one. It needs careful consideration. 
“你知道他的名字吗?”“不知道。”	“ ni3 zhi1dao5 ta1 de5 ming2zi5 ma5”“ bu4zhi1dao4。”	“Do you know his name?” “No.” 
你不知道图书馆在哪儿? 我带你去。	ni3 bu4zhi1dao4 tu2shu1guan3 zai4 na3r5 wo3 dai4 ni3 qu4。	You don't know where the library is? I'll take you there. 
我就是不睡觉, 也要做完这个作业。	wo3 jiu4 shi4bu5 shui4jiao4, ye3 yao4 zuo4wan2 zhe4ge5 zuo4ye4。	Even if I don't sleep, I must finish this assignment. 
这些衣服很干净, 不用洗。	zhe4xie1 yi1fu5 hen3 gan1jing4, bu2yong4 xi3。	These clothes are clean. They don't need washing. 
老师, 黑板上的字我看不清楚。	lao3shi1, hei1ban3 shang4 de5 zi4 wo3 kan4bu5qing1chu5。	Teacher, I can't see the words on the blackboard clearly. 
差不多十二点了, 她怎么还不来上班?	cha4bu5duo1 shi2er4 dian3 le5, ta1 zen3me5 hai2 bu4 lai2 shang4ban1	It's almost twelve o'clock. Why hasn't she turned up for work? 
那个不是我的, 我的在这里。	na4ge5 bu2shi5 wo3 de5, wo3 de5 zai4 zhe4li5。	That one is not mine. Mine's here. 
她说懂了, 其实她还是不明白。	ta1 shuo1 dong3 le5, qi2shi2 ta1 hai2shi5 bu4 ming2bai5。	She said she understood, but actually she still didn't comprehend it. 
你一个人去爬山, 我不放心。	ni3 yi2 ge5 ren2 qu4 pa2shan1, wo3 bu4 fang4xin1。	I'd be worried if you go mountain-climbing all by yourself. 
你愿意去就去, 你不愿意去就别去。	ni3 yuan4yi4 qu4jiu4 qu4, ni3 bu4 yuan4yi4 qu4jiu4 bie2 qu4。	If you're willing to go, you can go; if you're not willing to go, you don't have to go. 
你不愿意去, 就别去了。	ni3 bu4 yuan4yi4 qu4, jiu4 bie2 qu4le5。	If you don't want to go, then don't go. 
这把椅子很舒服, 你坐下去就不想起来了。	zhe4 ba3 yi3zi5 hen3 shu1fu5, ni3 zuo4 xia4qu5 jiu4 bu4xiang3 qi3lai5 le5。	This chair is very comfortable. Sit on it and you don't want to get up. 
这件衣服洗不干净了。	zhe4 jian4 yi1fu5 xi3 bu4 gan1jing4 le5。	This dress cannot be washed clean. 
他回答得对不对?	ta1 hui2da2 de5 dui4 bu4dui4	Did he answer correctly? 
那个菜不好吃, 我只吃了一点儿。	na4ge5 cai4 bu4 hao3chi1, wo3 zhi3 chi1 le5 yi4dian3r5。	That dish is not tasty. I ate only a tiny bit of it. 
又让你送我礼物, 真不好意思。	you4 rang4 ni3 song4 wo3 li3wu4, zhen1 bu4 hao3yi4si5。	Oh, you gave me a gift again, it's embarrassing. 
不好意思, 我又迟到了。	bu4 hao3yi4si5, wo3 you4 chi2dao4 le5。	I'm sorry I'm late again. 
我开始觉得中文非常难, 现在觉得不太难了。	wo3 kai1shi3 jue2de5 Zhong1wen2 fei1chang2 nan2, xian4zai4 jue2de5 bu4tai4 nan2 le5。	At the beginning I found Chinese very difficult, but now I think it's not too difficult. 
这件衣服不太旧, 还可以穿。	zhe4 jian4 yi1fu5 bu4tai4 jiu4, hai2 ke3yi3 chuan1。	This jacket is not too old. It can still be worn. 
我经常用电脑, 不大写字。	wo3 jing1chang2 yong4 dian4nao3, bu2da4 xie3zi4。	I often use computers and seldom write with a pen. 
他今天好像不大高兴, 你知道为什么吗?	ta1 jin1tian1 hao3xiang4 bu2da4 gao1xing4, ni3 zhi1dao5 wei4shen2me5 ma5	He looks unhappy today. Do you know why? 
这个城市不大, 但是很漂亮。	zhe4ge5 cheng2shi4 bu2da4, dan4shi4 hen3 piao4liang5。	This city is not big, but it's quite beautiful. 
你喜欢不喜欢中国音乐?	ni3 xi3huan5 bu4 xi3huan5 Zhong1guo2 yin1yue4	Do you like Chinese music? 
你不喜欢吃米饭, 那吃面包吧。	ni3 bu4 xi3huan5 chi1 mi3fan4, na4 chi1 mian4bao1 ba5。	You don't like rice; in that case eat bread. 
这个女孩子长得很漂亮, 但是大家都不喜欢她。	zhe4ge5 nü3 hai2zi5 zhang3 de5 hen3 piao4liang5, dan4shi4 da4jia1 dou1 bu4 xi3huan5 ta1。	This girl is quite pretty, but nobody likes her. 
他从来不向人借钱, 也不借钱给别人。	ta1 cong2lai2 bu4 xiang4 ren2 jie4qian2, ye3 bu4 jie4qian2 gei3 bie2ren5。	He never borrows money, nor does he lend money to others. 
今天我太累了, 不去游泳了。	jin1tian1 wo3 tai4 lei3 le5, bu4 qu4 you2yong3 le5。	Today I'm too tired to go swimming. 
这家饭店的菜不但好吃, 而且好看。	zhe4 jia1 fan4dian4 de5 cai4 bu2dan4 hao3chi1, er2qie3 hao3kan4。	The dishes in this restaurant are not only delicious but also beautiful. 
我才认识他, 对他还不了解。	wo3 cai2 ren4shi5 ta1, dui4 ta1 hai2 bu4 liao3jie3。	I came to know him not long ago, and I don't know him very well. 
这件衣服大了一点儿, 而且比较贵, 还是不买吧。	zhe4 jian4 yi1fu5 da4 le5 yi4dian3r5, er2qie3 bi3jiao3 gui4, hai2shi5 bu4 mai3 ba5。	This dress is a bit too big and also expensive. You shouldn't buy it. 
这个房间太小, 坐不下二十个人。	zhe4ge5 fang2jian1 tai4 xiao3, zuo4bu5xia4 er4shi2 ge4ren2。	This room is too small. It can't seat twenty people. 
请大家注意! 明天张老师要开一个重要的会, 所以不上课。	qing3 da4jia1 zhu4yi4 ming2tian1 zhang1 lao3shi1 yao4 kai1 yi1 ge4 zhong4yao4 de5 hui4, suo3yi3 bu4 shang4 ke4。	Attention, please! Tomorrow Teacher Zhang will be attending an important meeting, so there will be no class. 
我们每个人点一个菜, 好吗?	wo3men5 mei3 ge4ren2 dian3 yi1 ge4 cai4, hao3 ma5	Shall we each order a dish? 
你要什么菜?	ni3 yao4 shen2me5 cai4	Which dish do you want? (or What would you like to order?) 
这个菜又好看又好吃, 是谁做的?	zhe4ge5 cai4 you4 hao3kan4 you4 hao3chi1, shi4 shui2 zuo4 de5	This dish is both beautiful and delicious. Who cooked it? 
你说说, 这个菜怎么做?	ni3 shuo1shuo5, zhe4ge5 cai4 zen3me5 zuo4	Will you tell me how to cook this dish? 
先生, 可以请您点菜了吗？	xian1sheng5, ke3yi3 qing3 nin2 dian3 cai4 le5 ma5	May I take your order, sir? 
您喝红茶还是绿茶?	nin2 he1 hong2cha2 hai2shi5 lü4cha2	Do you drink black tea or green tea? 
请喝茶	qing3he1cha2	Have some tea, please! 
你喝茶还是喝咖啡?	ni3 he1 cha2 hai2shi5 he1 ka1fei1	Would you like tea or coffee? 
你最喜欢吃哪种水果?	ni3 zui4 xi3huan5 chi1 na3 zhong3 shui3guo3	What kind of fruit do you like best? 
您吃饱了吗?	nin2 chi1bao3 le5 ma5	Have you had  (← eaten) enough? 
吃饱了, 谢谢。	chi1bao3 le5, xie4xie5。	I'm full. Thanks. 
他来的时候, 我正在打电话。	ta1 lai2 de5 shi2hou5, wo3 zheng4zai4 da3 dian4hua4。	I was on the phone when he came. 
我现在没有时间, 晚上再打电话给他。	wo3 xian4zai4 mei2you3 shi2jian1, wan3shang5 zai4 da3 dian4hua4 gei3 ta1。	I don't have time now, I'll ring him this evening. 
我每次给他打电话, 他都在电脑上。	wo3 mei3 ci4 gei3 ta1 da3 dian4hua4, ta1 dou1 zai4 dian4nao3 shang4。	Every time I call him, he's on the computer. 
这个太大, 给我小一点儿的。	zhe4ge5 tai4 da4, gei3 wo3 xiao3 yi4dian3r5 de5。	This one is too big. Give me a smaller one. 
老先生, 您多大了?	lao3 xian1sheng5, nin2 duo1 da4 le5	How old are you, sir? 
你已经是大人了, 怎么还和孩子一样?	ni3 yi3jing1 shi4 da4ren5 le5, zen3me5 hai2 he2 hai2zi5 yi2yang4	You're a grown-up. How can you behave like a child? 
请大家安静!	qing3 da4jia1 an1jing4	Please be quiet, everyone! 
我们大家努力工作, 为了更好的明天。	wo3men5 da4jia1 nu3li4 gong1zuo4, wei4le5 geng4hao3 de5 ming2tian1。	We all work hard for a better tomorrow. 
校长走进教室, 大家都站起来。	xiao4zhang3 zou3jin4 jiao4shi4, da4jia1 dou1 zhan4 qi3lai5。	When the principal entered the classroom, everybody stood up. 
我们第一次是在什么地方见面的, 你还记得吗?	wo3men5 di4 yi1ci4 shi4 zai4 shen2me5 di4fang5 jian4mian4 de5, ni3 hai2 ji4de5 ma5	Do you still remember where we first met? 
哪辆自行车是你的?	na3 liang4 zi4xing2che1 shi4 ni3 de5	Which bicycle is yours? 
这辆自行车是我的, 那辆自行车是我弟弟的。	zhe4 liang4 zi4xing2che1 shi4 wo3 de5, na4 liang4 zi4xing2che1 shi4 wo3 di4di5 de5。	This bike is mine. That one is my younger brother's. 
人家能做到的, 我也能做到。	ren2jia5 neng2 zuo4dao4 de5, wo3 ye3 neng2 zuo4dao4。	What others can achieve, I can too. 
